"cname","sname","Sequence","Order","Suborder","Infraorder","Family","Genus","Adult.survival","Age.at.first.breeding","Maximum.longevity","Z","GenFLS","GenFL","GenFS","GenLength","Priority.for.research","rmax1","perc_growth","resid"
"Orange-billed Nightingale-thrush","Catharus aurantiirostris",8877,"PASSERIFORMES","PASSERI","MUSCICAPOID OSCINES","Turdidae","Catharus",0.712,1.123650369,9.384355209,0.142143345,3.151772863,2.297854587,3.595872591,3.151772863,"Low",0.311134012383489,36.4972132098543,0.00321273315902393
"Audubon's Oriole","Icterus graduacauda",10453,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Icteridae","Icterus",0.681,1.313891948,9.144800681,0.142143345,3.155958121,2.42700351,3.448688186,3.155958121,"Low",0.300142438837047,35.0051093588905,0.0139779724412288
"Slender-billed Grackle","Quiscalus palustris",10509,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Icteridae","Quiscalus",0.502,1.000068456,16.16777778,0.142143345,2.007840337,3.156057395,2.008100585,3.156057395,"Low",0.398686883897182,48.9867044202636,-0.0845718310178603
"Northern Spot-crowned Woodcreeper","Lepidocolaptes affinis",5019,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Furnariidae","Lepidocolaptes",0.692211281,1.352631778,7.854214305,0.142143345,3.15645253,2.276788466,3.601613753,3.15645253,"Low",0.292207074593079,33.9380340564037,0.0218866552278732
"Green-striped Brush-finch","Arremon virenticeps",10306,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Arremon",0.682222575,1.233336688,10.14971613,0.142143345,3.156912648,2.500740687,3.380193328,3.156912648,"Low",0.308929633643395,36.1966530508936,0.00513927582278456
"Martinique Oriole","Icterus bonana",10477,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Icteridae","Icterus",0.67297989,1.293569345,9.50220043,0.142143345,3.157228369,2.460371625,3.351485263,3.157228369,"Low",0.30508184316542,35.6736038034425,0.00897004109540811
"Red Crossbill","Loxia curvirostra",10178,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Loxia",0.551427972,1.018052204,16.1,0.142143345,2.246179163,3.161850713,2.247348588,3.161850713,"Low",0.381371329755956,46.4291239378314,-0.0675681583495615
"Striped Cuckoo","Tapera naevia",1571,"CUCULIFORMES","CUCULIFORMES","CUCULIFORMES","Cuculidae","Tapera",0.683302033,1.308567718,9.441343055,0.142143345,3.164090109,2.464587609,3.466150349,3.164090109,"Low",0.299960558253502,34.9805567837047,0.0137224854065091
"Southern White-fringed Antwren","Formicivora grisea",4577,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Thamnophilidae","Formicivora",0.7835,1.106309529,7.331551724,0.142143345,3.175650685,1.991186278,4.725247173,3.175650685,"Low",0.28144401024074,32.5041805472879,0.0316226667450756
"Black-crowned Palm-tanager","Phaenicophilus palmarum",10652,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Phaenicophilidae","Phaenicophilus",0.684011647,1.316531026,9.232595065,0.142143345,3.176213337,2.441746848,3.48120463,3.176213337,"Low",0.298844488293928,34.8299930745969,0.0141923506473399
"Merlin","Falco columbarius",4045,"FALCONIFORMES","FALCONIFORMES","FALCONIFORMES","Falconidae","Falco",0.637236728,1.457321731,13.46723057,0.142143345,3.176692949,3.164450347,3.213940378,3.176692949,"Low",0.298080768224719,34.7270600139798,0.0149306480672201
"Turquoise-browed Motmot","Eumomota superciliosa",3390,"CORACIIFORMES","CORACIIFORMES","CORACIIFORMES","Momotidae","Eumomota",0.667921343,1.350074864,9.698688911,0.142143345,3.181524137,2.536774791,3.361409615,3.181524137,"Low",0.300416225206964,35.0420769780863,0.012339704399715
"Groove-billed Ani","Crotophaga sulcirostris",1569,"CUCULIFORMES","CUCULIFORMES","CUCULIFORMES","Cuculidae","Crotophaga",0.703809719,1.123616914,10.34855564,0.142143345,3.192426485,2.434880562,3.499824927,3.192426485,"Low",0.314359988274946,36.9382609511148,-0.00217663215324304
"Millerbird","Acrocephalus familiaris",7561,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Acrocephalidae","Acrocephalus",0.707279499,1.101738548,9.632088503,0.142143345,3.194571688,2.314271025,3.517966645,3.194571688,"Low",0.315770011964791,37.1314833351583,-0.00369867533714779
"Yellow-green Grosbeak","Caryothraustes canadensis",10716,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Cardinalidae","Caryothraustes",0.673388104,1.329168551,10.19658514,0.142143345,3.19544486,2.589612806,3.390906388,3.19544486,"Low",0.300959248095831,35.1154278306391,0.0110665528820842
"Black Antshrike","Thamnophilus nigriceps",4674,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Thamnophilidae","Thamnophilus",0.743034744,1.132684942,8.170253277,0.142143345,3.204828238,2.133028446,4.02426163,3.204828238,"Low",0.297191152673964,34.607258023042,0.0143474925345345
"White-ringed Flycatcher","Conopias albovittatus",5701,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Conopias",0.69023371,1.309657829,8.722906105,0.142143345,3.20605486,2.363401736,3.537898061,3.20605486,"Low",0.297490097882034,34.6475042332055,0.0139851587537738
"Hoffmann's Woodpecker","Melanerpes hoffmannii",3921,"PICIFORMES","PICIFORMES","PICIFORMES","Picidae","Melanerpes",0.67119247,1.355151821,10.16275953,0.142143345,3.207382385,2.607094642,3.396444701,3.207382385,"Low",0.298823440040461,34.8271551685943,0.0125832897456947
"Spangle-cheeked Tanager","Tangara dowii",11098,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Thraupidae","Tangara",0.724915449,1.235480474,8.48102654,0.142143345,3.210277484,2.265386628,3.870726424,3.210277484,"Low",0.292975161221283,34.0409495883327,0.0182823972760977
"Spiny-faced Antshrike","Xenornis setifrons",4693,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Thamnophilidae","Xenornis",0.690719089,1.311765427,8.753187597,0.142143345,3.211044508,2.369514066,3.545071992,3.211044508,"Low",0.297093795110088,34.5941536262373,0.0141243048752161
"Puerto Rican Nightjar","Antrostomus noctitherus",1040,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Caprimulgidae","Antrostomus",0.731296938,1.062543552,8.873270405,0.142143345,3.211492408,2.172786394,3.78412377,3.211492408,"Low",0.310809212955728,36.4528861921974,0.000385857551667812
"Common Myna","Acridotheres tristis",8674,"PASSERIFORMES","PASSERI","MUSCICAPOID OSCINES","Sturnidae","Acridotheres",0.689995949,1.12732746,12.2,0.142143345,3.211699055,2.701234173,3.353091758,3.211699055,"Low",0.319164661011074,37.5977876161753,-0.00798021256845111
"Olive-sided Flycatcher","Contopus cooperi",5868,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Contopus",0.703,1.078260374,11.1,0.142143345,3.212456282,2.502783967,3.445263741,3.212456282,"Low",0.320513110839443,37.7834564837127,-0.00936756911402853
"Sulphur-rumped Tanager","Heterospingus rubrifrons",10747,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Thraupidae","Heterospingus",0.693475494,1.215402588,9.706612888,0.142143345,3.213769573,2.422371623,3.477784487,3.213769573,"Low",0.307054411677371,35.9414934106463,0.00402371294199
"Flame-rumped Tanager","Ramphocelus flammigerus",10848,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Thraupidae","Ramphocelus",0.664958524,1.401295089,10.27054462,0.142143345,3.21407128,2.661999885,3.386000183,3.21407128,"Low",0.295841852014274,34.4257548397122,0.0152207954567408
"Dusky Antbird","Cercomacroides tyrannina",4707,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Thamnophilidae","Cercomacroides",0.7305,1.209614875,7.939163388,0.142143345,3.214232959,2.166175411,3.920190014,3.214232959,"Low",0.293633877144775,34.1292735832438,0.0174204780815824
"Spot-fronted Swift","Cypseloides cherriei",1103,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Apodidae","Cypseloides",0.722262907,1.016441088,10.32967138,0.142143345,3.2151187,2.340254794,3.61696844,3.2151187,"Low",0.320759481806599,37.8174065091233,-0.00975053417652788
"Buff-collared Nightjar","Antrostomus ridgwayi",1042,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Caprimulgidae","Antrostomus",0.728979987,1.081194176,9.302221209,0.142143345,3.215445278,2.249758458,3.770958592,3.215445278,"Low",0.309447785863555,36.2672419353646,0.00154442848799635
"Blue-and-gold Tanager","Bangsia arcaei",11042,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Thraupidae","Bangsia",0.666184705,1.348615871,10.57265893,0.142143345,3.216657113,2.659752206,3.344284479,3.216657113,"Low",0.301125709026418,35.1379211425692,0.00980445430637095
"Greater Roadrunner","Geococcyx californianus",1576,"CUCULIFORMES","CUCULIFORMES","CUCULIFORMES","Cuculidae","Geococcyx",0.677018498,1.232881375,12.42801296,0.142143345,3.216720014,2.824194826,3.329033922,3.216720014,"Low",0.310783866024739,36.4494275741407,0.000143078286970577
"Dull-mantled Antbird","Sipia laemosticta",4771,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Thamnophilidae","Sipia",0.691676883,1.315939677,8.780853426,0.142143345,3.220913453,2.377027487,3.559290386,3.220913453,"Low",0.296311676426146,34.488926179477,0.0144010580354764
"Red-necked Phalarope","Phalaropus lobatus",2515,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Scolopacidae","Phalaropus",0.7,1.016436995,12.9,0.142143345,3.222582303,2.705606391,3.349770328,3.222582303,"Low",0.330111294105892,39.1122943632811,-0.0194835930469156
"Ocellated Thrasher","Toxostoma ocellatum",8809,"PASSERIFORMES","PASSERI","MUSCICAPOID OSCINES","Mimidae","Toxostoma",0.740168015,1.019978088,8.540675748,0.142143345,3.225660183,2.08899521,3.86861897,3.225660183,"Low",0.312357703356567,36.664345856009,-0.0018865108448734
"Hispaniolan Lizard-cuckoo","Coccyzus longirostris",1661,"CUCULIFORMES","CUCULIFORMES","CUCULIFORMES","Cuculidae","Coccyzus",0.752084499,1.29616585,7.438726148,0.142143345,3.226984077,2.169289918,4.329798261,3.226984077,"Low",0.275770492363284,31.7545442583823,0.0346335078974996
"Red-crowned Ant-tanager","Habia rubica",10697,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Cardinalidae","Habia",0.69,1.332781797,8.927874219,0.142143345,3.227792042,2.412373639,3.558588249,3.227792042,"Low",0.295063500490124,34.3211650576361,0.0152995301667669
"Scarlet-browed Tanager","Heterospingus xanthopygius",10748,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Thraupidae","Heterospingus",0.70362881,1.253871316,8.9495513,0.142143345,3.23074037,2.347761011,3.628018445,3.23074037,"Low",0.298945124668298,34.8435625590367,0.0112686447572493
"Stolid Flycatcher","Myiarchus stolidus",5741,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Myiarchus",0.722314937,1.033147881,10.4763257,0.142143345,3.232198905,2.375432764,3.634349866,3.232198905,"Low",0.318499364367997,37.5062747149678,-0.0083592953942232
"Nutting's Flycatcher","Myiarchus nuttingi",5750,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Myiarchus",0.717054617,0.995257393,11.42275061,0.142143345,3.238567512,2.477456159,3.529508383,3.238567512,"Low",0.325912575184569,38.5294254484144,-0.0160932439260008
"Grey-breasted Crake","Laterallus exilis",1752,"GRUIFORMES","GRUIFORMES","GRUIFORMES","Rallidae","Laterallus",0.6698699,1.461122266,8.801087081,0.142143345,3.238976027,2.504449417,3.490231093,3.238976027,"Low",0.288208424108304,33.4035320271817,0.0215903925976361
"Keel-billed Motmot","Electron carinatum",3388,"CORACIIFORMES","CORACIIFORMES","CORACIIFORMES","Momotidae","Electron",0.680257528,1.328983508,10.12100569,0.142143345,3.239705974,2.57871095,3.456500455,3.239705974,"Low",0.29873006955915,34.8145668799189,0.0110321088164311
"Buff-throated Foliage-gleaner","Automolus ochrolaemus",5114,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Furnariidae","Automolus",0.682829683,1.390124658,9.154572331,0.142143345,3.242881147,2.493789222,3.543004819,3.242881147,"Low",0.291383830163445,33.8278156905034,0.0182192396785997
"Zapata Wren","Ferminia cerverai",8565,"PASSERIFORMES","PASSERI","CERTHIOD OSCINES","Troglodytidae","Ferminia",0.693999004,1.326145419,9.312701515,0.142143345,3.244967235,2.461381218,3.594108638,3.244967235,"Low",0.294414918612458,34.2340750297526,0.0150838492616124
"Red Phalarope","Phalaropus fulicarius",2516,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Scolopacidae","Phalaropus",0.705077114,1.103184096,10.61936438,0.142143345,3.253246216,2.455845793,3.493900949,3.253246216,"Low",0.316457146094477,37.2257434385706,-0.00737051572831643
"Great-tailed Grackle","Quiscalus mexicanus",10508,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Icteridae","Quiscalus",0.681591973,1.180286709,13.88403193,0.142143345,3.255220394,2.986039549,3.32091105,3.255220394,"Low",0.315567258021451,37.1036822046457,-0.00657848264083699
"Balsas Screech-owl","Megascops seductus",2871,"STRIGIFORMES","STRIGIFORMES","STRIGIFORMES","Strigidae","Megascops",0.68052571,1.068073297,16.47654875,0.142143345,3.164288081,3.258285539,3.198215632,3.258285539,"High",0.330595100256519,39.1796140304432,-0.0217579368870785
"Northern Hawk-owl","Surnia ulula",2759,"STRIGIFORMES","STRIGIFORMES","STRIGIFORMES","Strigidae","Surnia",0.557984928,1.113949014,16.2,0.142143345,2.374902386,3.258330764,2.376315307,3.258330764,"Low",0.364002127064659,43.9077275165204,-0.0551671977702093
"Southern Wing-banded Antbird","Myrmornis torquata",4790,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Thamnophilidae","Myrmornis",0.636344332,1.608134389,10.13379666,0.193790565,3.201325256,3.260327297,3.357988407,3.260327297,"Low",0.283393662390733,32.7627696052203,0.0253427237251629
"Bright-rumped Attila","Attila spadiceus",5680,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Attila",0.687257443,1.304828633,9.655310711,0.142143345,3.261619489,2.491794088,3.502346776,3.261619489,"Low",0.299035927191801,34.8558072507113,0.00963676717759387
"Greater Pied Puffbird","Notharchus tectus",3536,"PICIFORMES","PICIFORMES","PICIFORMES","Bucconidae","Notharchus",0.695786564,1.334085443,8.699610442,0.142143345,3.263607304,2.381045804,3.621251234,3.263607304,"Low",0.29295425432096,34.0381472368548,0.0156205945609833
"Lovely Cotinga","Cotinga amabilis",5373,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Cotingidae","Cotinga",0.696114682,1.132154097,12.15830062,0.142143345,3.265467161,2.699447446,3.422869182,3.265467161,"Low",0.316241178063811,37.1961102650277,-0.00775773039876987
"Least Grebe","Tachybaptus dominicus",553,"PODICIPEDIFORMES","PODICIPEDIFORMES","PODICIPEDIFORMES","Podicipedidae","Tachybaptus",0.673925157,1.305852893,11.73137205,0.142143345,3.26637837,2.787771059,3.372633485,3.26637837,"High",0.303381208054273,35.4430685928574,0.00505751026422624
"Grand Cayman Thrush","Turdus ravidus",8969,"PASSERIFORMES","PASSERI","MUSCICAPOID OSCINES","Turdidae","Turdus",0.703236111,1,14.26347222,0.142143345,3.267659309,2.885314308,3.369682219,3.267659309,"Low",0.331094749448998,39.2491723881446,-0.0227188528391247
"Dusky Thrush","Turdus eunomus",8994,"PASSERIFORMES","PASSERI","MUSCICAPOID OSCINES","Turdidae","Turdus",0.703236111,1,14.26347222,0.142143345,3.267659309,2.885314308,3.369682219,3.267659309,"Low",0.331094749448998,39.2491723881446,-0.0227188528391247
"Grey-headed Tanager","Eucometis penicillata",10823,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Thraupidae","Eucometis",0.696224217,1.336040664,8.814305163,0.142143345,3.268187507,2.399026195,3.62794231,3.268187507,"Low",0.292596561436772,33.9902113190578,0.0157534498379234
"King Rail","Rallus elegans",1761,"GRUIFORMES","GRUIFORMES","GRUIFORMES","Rallidae","Rallus",0.75,1,9.042408004,0.142143345,3.269379405,2.143174776,4,3.269379405,"Low",0.310412082047739,36.3987072923761,-0.00212044057269883
"Gilded Flicker","Colaptes chrysoides",3858,"PICIFORMES","PICIFORMES","PICIFORMES","Picidae","Colaptes",0.695199093,1.264948551,9.947504953,0.142143345,3.274948209,2.499116161,3.545778683,3.274948209,"Low",0.30072612315034,35.0839327251811,0.00729355875354232
"Brown-hooded Parrot","Pyrilia haematotis",4128,"PSITTACIFORMES","PSITTACIFORMES","PSITTACIFORMES","Psittacidae","Pyrilia",0.652657447,1.450110845,13.07434999,0.142143345,3.278232935,3.10241908,3.329113119,3.278232935,"Very High",0.294429511449526,34.2360339000312,0.0134303374074283
"Bat Falcon","Falco rufigularis",4046,"FALCONIFORMES","FALCONIFORMES","FALCONIFORMES","Falconidae","Falco",0.660239781,1.451677751,10.53746214,0.142143345,3.279412288,2.743161536,3.394929916,3.279412288,"Low",0.29204211539996,33.9159415686074,0.015760451194806
"Brown-crested Flycatcher","Myiarchus tyrannulus",5746,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Myiarchus",0.708665825,1.103969901,11,0.142143345,3.281657418,2.510624721,3.536454264,3.281657418,"Low",0.314934278204425,37.016925801393,-0.00724060780084418
"Barred Puffbird","Nystalus radiatus",3541,"PICIFORMES","PICIFORMES","PICIFORMES","Bucconidae","Nystalus",0.689346568,1.313200944,9.761738838,0.142143345,3.283892144,2.514104381,3.532222197,3.283892144,"Low",0.297405629018156,34.6361311918397,0.0101798467956509
"Brown-headed Cowbird","Molothrus ater",10495,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Icteridae","Molothrus",0.508870781,1.030060053,16.9,0.142143345,2.066009177,3.285866402,2.066184074,3.285866402,"Low",0.391462655127004,47.9142688080696,-0.0839726005190092
"Scaly-throated Foliage-gleaner","Anabacerthia variegaticeps",5087,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Furnariidae","Anabacerthia",0.697939557,1.343747107,9.061013215,0.142143345,3.28620219,2.440705126,3.654342795,3.28620219,"Low",0.291194328603427,33.8024575134392,0.0162795116155715
"Jamaican Spindalis","Spindalis nigricephala",10659,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Spindalidae","Spindalis",0.663971695,1.433313899,11.47638318,0.142143345,3.286264547,2.860869361,3.409253679,3.286264547,"Low",0.292807708533089,34.0185059501723,0.0146631211015539
"Colombian Crake","Neocrex colombiana",1816,"GRUIFORMES","GRUIFORMES","GRUIFORMES","Rallidae","Neocrex",0.689105447,1.317733023,9.81905296,0.142143345,3.286816349,2.526139076,3.534257695,3.286816349,"Low",0.296993489967267,34.5806538174964,0.0104507053732545
"Carib Grackle","Quiscalus lugubris",10504,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Icteridae","Quiscalus",0.700411019,1.119166742,12.05623901,0.142143345,3.287439119,2.673798779,3.457073219,3.287439119,"Low",0.31624120466483,37.1961139145842,-0.00882705484922142
"Chinese Hwamei","Garrulax canorus",8397,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Leiotrichidae","Garrulax",0.688060035,1.404610735,8.835145421,0.142143345,3.288132828,2.46081179,3.610355789,3.288132828,"Low",0.288203475764986,33.4028719023388,0.0191772238327766
"White-bellied Antbird","Myrmeciza longipes",4772,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Thamnophilidae","Myrmeciza",0.698150116,1.344697845,8.882969345,0.142143345,3.288420447,2.416212972,3.657602878,3.288420447,"Low",0.291022171785526,33.7794244908292,0.0163446644843737
"Oahu Akepa","Loxops wolstenholmei",10060,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Loxops",0.735,0.999452355,10,0.142143345,3.29072246,2.278820304,3.773037261,3.29072246,"Low",0.317414002181793,37.3571115666898,-0.0101580081583819
"Turquoise Cotinga","Cotinga ridgwayi",5375,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Cotingidae","Cotinga",0.698128366,1.141513088,11.92023386,0.142143345,3.291150314,2.673636513,3.454179425,3.291150314,"Low",0.314299687442937,36.9300037090073,-0.00706427206478089
"Donacobius","Donacobius atricapilla",7639,"PASSERIFORMES","PASSERI","SYLVIOID OSCINES","Donacobiidae","Donacobius",0.6951927,1.366136629,9.195224098,0.142143345,3.292099882,2.47898931,3.646897949,3.292099882,"Low",0.289791712948678,33.6149156472121,0.0173980559461386
"Crimson-collared Tanager","Ramphocelus sanguinolentus",10840,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Thraupidae","Ramphocelus",0.690087742,1.317081328,9.986502739,0.142143345,3.29272069,2.549381887,3.543801066,3.29272069,"Low",0.296730240771471,34.545230231429,0.0104297041674126
"Kauai Nukupuu","Hemignathus hanapepe",10051,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Hemignathus",0.71,0.999452355,13,0.142143345,3.294481386,2.705250339,3.447728217,3.294481386,"Low",0.328339081566011,38.8659761393498,-0.021263640869588
"Oahu Nukupuu","Hemignathus lucidus",10052,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Hemignathus",0.71,0.999452355,13,0.142143345,3.294481386,2.705250339,3.447728217,3.294481386,"Low",0.328339081566011,38.8659761393498,-0.021263640869588
"Maui Nukupuu","Hemignathus affinis",10053,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Hemignathus",0.71,0.999452355,13,0.142143345,3.294481386,2.705250339,3.447728217,3.294481386,"Low",0.328339081566011,38.8659761393498,-0.021263640869588
"Wattled Jacana","Jacana jacana",2430,"CHARADRIIFORMES","SCOLOPACI","SCOLOPACI","Jacanidae","Jacana",0.673053399,1.498797041,9.251590577,0.142143345,3.294872734,2.600805047,3.557400486,3.294872734,"Low",0.283551262345638,32.7836946605737,0.0235054118314444
"Greater Antillean Grackle","Quiscalus niger",10506,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Icteridae","Quiscalus",0.696980288,1.084865078,13.85542276,0.142143345,3.295031414,2.900114864,3.384980418,3.295031414,"Low",0.322014945458626,37.9905399122185,-0.0149658788776346
"Dwarf Cuckoo","Coccycua pumila",1644,"CUCULIFORMES","CUCULIFORMES","CUCULIFORMES","Cuculidae","Coccycua",0.695671132,1.368323208,9.179585312,0.142143345,3.297153069,2.478642132,3.654242176,3.297153069,"Low",0.289404010928696,33.5631229152382,0.0175434295567264
"Black-striped Sparrow","Arremonops conirostris",10289,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Passerellidae","Arremonops",0.694350433,1.386298606,9.118391459,0.142143345,3.307221287,2.485364148,3.658019256,3.307221287,"Low",0.287999455115856,33.3756577380376,0.0184680463753746
"Bare-shanked Screech-owl","Megascops clarkii",2878,"STRIGIFORMES","STRIGIFORMES","STRIGIFORMES","Strigidae","Megascops",0.695250875,1.095418192,14.92578107,0.142143345,3.312228458,3.061312234,3.376805792,3.312228458,"High",0.321299487370153,37.8918487732022,-0.0150692607808486
"Slate-colored Grosbeak","Saltator grossus",10781,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Thraupidae","Saltator",0.713398389,1.28576614,9.12726216,0.142143345,3.322520634,2.400382614,3.774930058,3.322520634,"Low",0.291864349282071,33.8921379673509,0.0138810481089703
"Puerto Rican Lizard-cuckoo","Coccyzus vieilloti",1662,"CUCULIFORMES","CUCULIFORMES","CUCULIFORMES","Cuculidae","Coccyzus",0.748605075,1.222555099,7.807954224,0.142143345,3.324952249,2.158625759,4.20036014,3.324952249,"Low",0.28479597519561,32.9490751358336,0.0208354366071503
"Orange-fronted Parakeet","Eupsittula canicularis",4240,"PSITTACIFORMES","PSITTACIFORMES","PSITTACIFORMES","Psittacidae","Eupsittula",0.694516437,1.099830782,16.2,0.142143345,3.326305831,3.246219345,3.37332933,3.326305831,"Very High",0.321005613747734,37.8513319498056,-0.0154375614763848
"Russet-winged Mourner","Schiffornis stenorhyncha",5428,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tityridae","Schiffornis",0.72,1.144208007,9.97001009,0.142143345,3.326683932,2.398737037,3.715636578,3.326683932,"Low",0.305422318348113,35.719805163246,0.000128047148142185
"Northern Mourner","Schiffornis veraepacis",5431,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tityridae","Schiffornis",0.72,1.144208007,9.97001009,0.142143345,3.326683932,2.398737037,3.715636578,3.326683932,"Low",0.305422318348113,35.719805163246,0.000128047148142185
"Great Jacamar","Jacamerops aureus",3529,"PICIFORMES","PICIFORMES","PICIFORMES","Galbulidae","Jacamerops",0.694704277,1.320988548,9.750245217,0.142143345,3.327643881,2.519151287,3.596501189,3.327643881,"Low",0.294726907281451,34.2759610738005,0.0107785766588398
"Akiapolaau","Hemignathus wilsoni",10054,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Hemignathus",0.71,1.034801089,13,0.142143345,3.32983012,2.735574486,3.483076951,3.32983012,"Low",0.323469181770903,38.1913567482865,-0.0180657914377014
"Mangrove Rail","Rallus longirostris",1758,"GRUIFORMES","GRUIFORMES","GRUIFORMES","Rallidae","Rallus",0.7071762,1.240007709,9.679299851,0.142143345,3.332122965,2.439596923,3.655030668,3.332122965,"Low",0.299204111573429,34.8784897986343,0.00609238826411057
"Common Little Bittern","Ixobrychus minutus",2199,"PELECANIFORMES","PELECANIFORMES","PELECANIFORMES","Ardeidae","Ixobrychus",0.606039756,1.085280845,16.9,0.142143345,2.620195676,3.333237926,2.623608037,3.333237926,"High",0.353902210876297,42.4615867730751,-0.0486576227537591
"Black-cheeked Ant-tanager","Habia atrimaxillaris",10695,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Cardinalidae","Habia",0.711345343,1.311058431,9.445775549,0.142143345,3.335146688,2.467354333,3.775405795,3.335146688,"Low",0.289916966638813,33.6316524566057,0.0152388520859286
"Great Crested Flycatcher","Myiarchus crinitus",5744,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Tyrannidae","Myiarchus",0.7105,1,13.92,0.142143345,3.336289418,2.836492017,3.454231434,3.336289418,"Low",0.3280509965249,38.8259766908029,-0.0229482610484079
"Spot-tailed Nightjar","Hydropsalis maculicaudus",1029,"CAPRIMULGIFORMES","CAPRIMULGIFORMES","CAPRIMULGIFORMES","Caprimulgidae","Hydropsalis",0.702966111,1.366734122,9.193029144,0.142143345,3.339576911,2.479189875,3.733353343,3.339576911,"Low",0.287082531490975,33.2534184970618,0.0178677429212204
"Bare-crowned Antbird","Gymnocichla nudiceps",4778,"PASSERIFORMES","TYRANNI","NEW WORLD SUBOSCINES","Thamnophilidae","Gymnocichla",0.703348151,1.368506425,9.163541256,0.142143345,3.343669756,2.47651875,3.739461312,3.343669756,"Low",0.286769842280379,33.2117581045399,0.0179911428063173
"Eurasian Bullfinch","Pyrrhula pyrrhula",10106,"PASSERIFORMES","PASSERI","PASSEROID OSCINES","Fringillidae","Pyrrhula",0.478342437,1.000371653,17.5,0.142143345,1.91730707,3.345684017,1.917338014,3.345684017,"Low",0.405044742801805,49.9369584552135,-0.100376704493947
"Cuban Green Woodpecker","Xiphidiopicus percussus",3903,"PICIFORMES","PICIFORMES","PICIFORMES","Picidae","Xiphidiopicus",0.686202316,1.396043321,10.10885434,0.142143345,3.345840069,2.634511424,3.582809989,3.345840069,"Low",0.289681745522466,33.6002231666968,0.0149790976302168
